code_projeto,titulo,area,horas,data_Inicio,data_Fim,code_financiamento,costo,code_regiao
CeH449,"Estudo dos impactos do turismo na conservação da natureza no Brasil",Ecoturismo,542,2019-07-26,2019-11-26,C,9255,4
CeI2259,"Estudo do impacto da urbanização na qualidade da água subterrânea","Engenharia ambiental",1335,2019-02-28,2019-03-30,C,2623,2
Ceii2303,"Estudo de Física de Partículas",Física,677,2021-11-16,2022-02-14,C,2986,5
Ceii2699,"Estudo sobre a utilização de energias renováveis em edifícios",Sustentabilidade,624,2022-11-29,2023-04-07,C,1622,5
CeJ127,"Estudo da biodiversidade na floresta atlântica","Biologia da conservação",1169,2020-10-23,2021-03-16,C,5389,5
Cejj4923,"Estudo do impacto das mudanças climáticas em ecossistemas marinhos",Oceanografia,758,2019-07-07,2019-08-30,C,1803,1
Cejj891,"Estudo sobre o impacto da globalização na diversidade cultural",Cultura,1067,2021-06-26,2021-07-19,C,5496,2
CeK1220,"Estudos de biotecnologia para produção de biomassa",Bioquímica,736,2021-12-29,2022-04-04,C,6637,4
CeL873,"Estudo da relação entre a biodiversidade e a qualidade do ar em áreas urbanas","Ecologia de paisagem",418,2020-07-26,2020-12-30,C,8373,2
Cell1879,"Estudo de Sistemas Biológicos Complexos",Biologia,910,2019-09-13,2020-02-01,C,1419,1
Cell3472,"Estudo de patologias cerebrais",Neurociência,385,2018-11-22,2019-04-05,C,7642,4
CeM1925,"Educação em direitos humanos para a promoção da igualdade de gênero e diversidade sexual",Educação,544,2020-04-16,2020-07-01,C,1754,1
CeM3728,"Educação de qualidade para todos",Educação,950,2021-12-09,2022-01-15,C,7831,5
Cemm2178,"Energia limpa e acessível para todos",Energia,1203,2018-04-07,2018-07-07,C,2784,4
Cemm2264,"Estudo da dinâmica das mudanças climáticas",Climatologia,968,2022-01-07,2022-03-04,C,5753,4
Cemm3630,"Estudo da ecologia de comunidades para conservação de espécies",Ecologia,566,2022-02-27,2022-06-23,C,7996,2
Cemm4951,"Estudo sobre a eficácia de programas de incentivo ao empreendedorismo",Economia,877,2019-01-11,2019-02-28,C,4348,5
CeN2289,"Estudo das mudanças na biodiversidade devido ao aquecimento global",Ecologia,1494,2021-07-27,2021-10-21,C,1294,4
CeN3061,"Estudo da relação entre a degradação do solo e a qualidade da água","Engenharia ambiental",1256,2021-02-18,2021-06-06,C,5809,5
CeN562,"Estudo das mudanças climáticas na região amazônica",Climatologia,1255,2022-08-05,2022-10-23,C,4358,1
CeO204,"Estudo de Engenharia de Sistemas de Transporte",Engenharia,1083,2020-04-14,2020-09-20,C,9590,3
CeO2593,"Estudo sobre a relação entre planejamento urbano e qualidade de vida",Urbanização,462,2021-02-18,2021-04-15,C,3777,2
CeO826,"Efficient Utilization of Renewable Energy Sources","Energia Renovável",765,2020-08-19,2020-09-17,C,8759,4
Ceoo2016,"Estudo dos efeitos da contaminação ambiental na saúde humana","Saúde Pública",1015,2020-01-18,2020-04-22,C,5035,3
Ceoo2222,"Educação empreendedora para jovens migrantes LGBTQIA+",Educação,1136,2020-01-11,2020-06-14,C,3436,2
Ceoo4613,"Estudo da relação entre a degradação dos solos e a disponibilidade de água","Engenharia agrícola",1078,2018-07-11,2018-11-20,C,3026,4
Cepp1098,"Estudo sobre a relação entre desigualdade social e criminalidade",Sociologia,753,2018-01-29,2018-06-27,C,1986,2
Cepp4346,"Estudo da relação entre a degradação do solo e a produção agrícola no Cerrado",Agroecologia,1012,2020-12-05,2021-04-14,C,9818,2
CeR3392,"Estudo do impacto das mudanças climáticas na qualidade da água em áreas urbanas","Engenharia ambiental",1108,2019-02-25,2019-05-20,C,6951,4
CeR4773,"Estudo sobre a relação entre transporte público e qualidade de vida",Urbanização,1125,2018-12-11,2019-04-12,C,2693,3
CeR883,"Estudo da evolução humana",Antropologia,1145,2022-10-22,2022-11-30,C,4256,2
Cerr118,"Educação em saúde para a promoção da qualidade de vida",Educação,1154,2020-05-27,2020-08-01,C,1014,1
CeS1174,"Estudo sobre a aplicação de tecnologias de inteligência artificial na análise de dados ambientais",Tecnologia,1431,2019-07-09,2019-09-30,C,8683,2
Cess2249,"Estudo de Inteligência Artificial e Aprendizado de Máquina","Ciência da Computação",442,2022-01-10,2022-03-01,C,4642,4
Cess2624,"Estudo da Geografia Humana para Entender a Distribuição Populacional Global",Geografia,632,2019-09-04,2019-11-09,C,5773,3
CeT1303,"Estudo sobre o impacto do turismo rural na economia local",Economia,982,2021-11-06,2022-03-05,C,9522,1
CeT1487,"Estudos epidemiológicos de doenças infecciosas emergentes",Epidemiologia,551,2018-06-14,2018-08-26,C,3460,3
CeT1730,"Estudo de processos de inteligência e cognição",Psicologia,1285,2018-10-10,2018-12-30,C,3528,3
CeT2796,"Estudo sobre a influência da urbanização na qualidade do ar",Urbanização,1422,2022-09-02,2022-10-18,C,7946,5
Cett3369,"Estudo sobre a influência da publicidade na formação do consumo infantil",Comunicação,1075,2021-10-02,2021-12-11,C,2072,5
Cett3919,"Estudo sobre o impacto do comércio internacional na economia local",Economia,1043,2020-11-04,2021-03-23,C,6328,4
Cett972,"Educação inclusiva para crianças quilombolas",Educação,774,2022-03-25,2022-06-29,C,3557,2
CeU2237,"Estudo do impacto da urbanização na qualidade da água em rios","Engenharia ambiental",729,2022-05-14,2022-06-04,C,5347,2
CeU323,"Estudos de mudanças climáticas usando satélites e modelos numéricos",Climatologia,962,2019-05-14,2019-06-10,C,1857,5
CeU4422,"Estudo da dinâmica populacional em comunidades indígenas",Sociologia,637,2020-06-30,2020-08-10,C,6415,1
CeU625,"Estudo da eficácia de vacinas",Imunologia,665,2020-11-20,2021-01-12,C,2741,2
CeV350,"Estudo das alterações nos ecossistemas marinhos devido à acidificação dos oceanos",Oceanografia,416,2019-06-21,2019-07-28,C,4364,2
Cevv1373,"Estudos de comportamento animal em ambientes urbanos",Zoologia,751,2020-10-13,2021-03-28,C,7015,4
Cevv1600,"Estudo de novas fontes de energia",Física,948,2022-08-02,2022-11-26,C,9043,5
Cevv529,"Estudos sobre a interação entre plantas e microorganismos do solo",Microbiologia,958,2021-11-11,2021-12-10,C,3479,4
CeW3942,"Estudo de Biologia de Células-tronco",Biologia,517,2022-11-01,2023-01-01,C,8095,5
Ceww740,"Educação inclusiva para jovens LGBTQIA+",Educação,1353,2022-01-06,2022-05-04,C,4737,4
CeX4563,"Estudo da anatomia humana",Medicina,426,2021-09-26,2022-02-19,C,2649,2
Cexx3050,"Estudo sobre o impacto da urbanização na biodiversidade local",Urbanização,1364,2021-06-12,2021-07-15,C,7313,2
CeY4561,"Entrega de pizza em carro autônomo",Tecnologia,865,2019-03-18,2019-08-27,C,2307,5
Ceyy2245,"Estudo das alterações nos ecossistemas marinhos devido à acidificação dos oceanos",Oceanografia,433,2018-01-14,2018-06-13,C,2483,3
CeZ3572,"Estudo de Geologia",Geologia,798,2018-01-04,2018-05-13,C,2529,2
CeZ525,"Estudo de Saúde Pública",Saúde,424,2021-10-25,2022-02-23,C,1278,5
CeZ926,"Estudo de Engenharia de Sistemas de Manufatura",Engenharia,950,2018-05-24,2018-07-10,C,6801,4
Ceza129,"Estudo de Engenharia Biomédica",Engenharia,1077,2020-05-20,2020-09-29,C,2512,1
Ceza213,"Estudo de novas fontes de energia",Física,1472,2021-02-12,2021-03-09,C,3283,3
Ceza2380,"Estudo da evolução humana",Antropologia,1410,2021-04-03,2021-09-04,C,5461,2
Ceza4870,"Estudo do impacto das mudanças climáticas na ocorrência de incêndios florestais no Brasil","Ecologia de paisagem",442,2019-02-04,2019-05-05,C,8286,5
CfJ4688,"Fatores de risco em seguro de automóveis através da RNA",Tecnologia,1055,2018-10-12,2019-01-12,C,1800,3
Cfvv2949,"Fortalecimento do sistema público de saúde",Saúde,891,2021-03-10,2021-04-22,C,5764,5
Cgab1305,"Gerador de cardápios personalizados com base em algoritmos genéticos",Tecnologia,533,2018-11-27,2019-04-07,C,8410,2
Cgee247,"Garantia de acesso à moradia digna para migrantes","Moradia Digna",325,2022-06-27,2022-07-04,C,9956,2
CgN1989,"Garantia de acesso à moradia digna para pessoas LGBTQIA+","Moradia Digna",1403,2021-02-05,2021-04-08,C,7365,2
Cgoo809,"Garantia de acesso à água potável e saneamento básico para comunidades migrantes LGBTQIA+","Saneamento Básico",409,2020-04-15,2020-07-25,C,9333,1
Cguu2234,"Garantia de acesso à água potável e saneamento básico para todos","Saneamento Básico",970,2019-01-21,2019-03-31,C,1797,4
CiB4784,"Investigação de novos materiais para construção",Engenharia,456,2021-05-06,2021-07-03,C,8985,4
Cicc1874,"Investigação sobre a aplicação da robótica em indústrias",Tecnologia,1359,2022-09-12,2023-02-17,C,5376,2
Cicc3358,"Inclusão de pessoas com deficiência na sociedade através do esporte",Inclusão,1259,2019-04-14,2019-07-12,C,7041,1
CiE2424,"Inclusão de migrantes idosos LGBTQIA+ no mercado de trabalho","Inclusão no Mercado de Trabalho",429,2020-01-06,2020-03-25,C,1646,3
CiE2733,"Investigação sobre a utilização de materiais avançados na produção de sistemas de dessalinização de água",Engenharia,428,2021-04-19,2021-06-04,C,9448,4
CiE4138,"Investigação em Recursos Hídricos","Meio Ambiente",443,2021-01-19,2021-03-11,C,5664,1
Ciee2123,"Investigação em Inteligência Artificial Explicável","Ciência da Computação",300,2018-12-09,2019-04-30,C,2078,1
CiF305,"Investigação em Engenharia de Processos de Manufatura",Engenharia,344,2019-11-04,2019-12-16,C,6997,4
Ciff2959,"Investigação sobre a utilização de técnicas de biologia sintética em tratamentos médicos",Biologia/Medicina,999,2020-11-02,2021-01-28,C,5624,4
Cigg1409,"Investigação sobre a utilização de tecnologias de inteligência artificial na produção agrícola",Tecnologia,1219,2018-06-13,2018-11-06,C,6793,4
CiJ1495,"Investigação sobre a utilização de técnicas de engenharia genética em tratamentos médicos",Biologia/Medicina,440,2021-07-26,2021-12-05,C,6082,2
CiJ8,"Investigação de Mudanças no Clima","Meio Ambiente",1102,2018-10-19,2019-02-03,C,7429,3
CiK1822,"Investigação em Comunicação e Tecnologia",Comunicação,1172,2021-11-17,2022-02-16,C,1458,5
CiK2798,"Investigação sobre a utilização de técnicas de engenharia de tecidos na produção de tecidos ósseos",Biologia,983,2020-07-28,2020-08-31,C,9018,2
Cimm2051,"Investigação em Medicina Personalizada",Medicina,1451,2021-08-12,2021-09-10,C,6857,4
Cimm4251,"Investigação de Psicologia Social",Psicologia,1476,2018-12-17,2019-03-01,C,4042,3
Cioo2676,"Investigação em Engenharia de Sistemas",Engenharia,353,2022-01-14,2022-02-28,C,6521,1
Cipp1062,"Investigação em Biologia de Sistemas",Biologia,1353,2018-01-10,2018-06-01,C,1725,1
CiQ603,"Investigação de Física de Partículas",Física,1048,2020-12-07,2021-04-12,C,5466,5
Ciqq1307,"Inclusão de migrantes no mercado de trabalho através do empreendedorismo",Empreendedorismo,1340,2019-02-15,2019-07-12,C,4007,3
Ciqq3231,"Investigação em Energia Geotérmica",Energia,355,2019-10-11,2020-01-16,C,9328,2
Cirr2885,"Investigação em Energia Hidrelétrica",Energia,646,2021-09-07,2021-11-03,C,4898,3
Cirr4339,"Investigação de novas energias renováveis",Engenharia,763,2022-10-15,2022-12-15,C,3162,2
CiS1011,"Inclusão de migrantes idosos no mercado de trabalho","Inclusão no Mercado de Trabalho",306,2020-11-06,2021-01-22,C,4568,1
CiS1032,"Investigação em Fisiologia do Exercício",Medicina,521,2020-05-10,2020-09-07,C,5878,3
CiT4364,"Investigação em Gestão de Resíduos Sólidos","Meio Ambiente",1132,2020-02-27,2020-06-14,C,9335,5
CiT4776,"Investigação em Física Teórica",Física,738,2019-11-27,2020-01-12,C,2173,1
Citt2631,"Investigação de Genética de Plantas",Genética,1185,2022-04-06,2022-06-29,C,2608,2
Civv2547,"Investigação de Energia Solar",Energia,1179,2019-06-23,2019-10-24,C,3457,4
Civv256,"Investigação em Engenharia Aeroespacial",Engenharia,1437,2022-02-20,2022-03-07,C,2912,5
CiW3393,"Investigação de Energia Nuclear",Energia,579,2020-03-19,2020-07-10,C,4853,2
CiX2049,"Inteligência artificial é o futuro da humanidade",Tecnologia,1445,2020-08-02,2020-09-26,C,6896,5
Ciyy2520,"Inclusão de pessoas em situação de pobreza no mercado de trabalho através do empreendedorismo",Empreendedorismo,844,2018-08-25,2018-09-23,C,1661,5
Ciyy3152,"Investigação sobre a eficácia das terapias alternativas para doenças mentais",Saúde,661,2019-08-23,2019-11-21,C,8953,1
CjR2010,"Jogo educativo na web com HTML5 e JavaScript",Tecnologia,940,2019-09-22,2020-01-05,C,9552,2
CmD4954,"Modelagem de previsão de epidemias de doenças respiratórias",Epidemiologia,657,2018-12-08,2019-04-16,C,3625,3
Cmdd720,"Monitoramento do derretimento de geleiras e impactos no meio ambiente","Meio ambiente",1399,2020-01-18,2020-06-28,C,9007,1
CmH1888,"Mapeamento do genoma humano",Genética,1044,2018-08-13,2018-09-22,C,2599,4
Cmqq1568,"Mapeamento sistemático da literatura em aplicações de IA na determinação de parâmetros de resistência",Tecnologia,525,2020-02-24,2020-04-14,C,5789,4
CmV4004,"Mapeamento de Áreas Geológicas de Alto Risco no Nordeste do Brasil",Geologia,1205,2021-06-10,2021-08-21,C,7100,5
CmW2040,"Modelagem de previsão de crescimento econômico",Economia,988,2020-12-10,2021-03-22,C,8897,4
CnC2506,"Novas tecnologias para diagnóstico e tratamento do câncer",Oncologia,368,2019-12-21,2020-01-17,C,9273,5
Cncc4730,"Neurociência e Computação",Neurociência,388,2018-10-20,2018-12-18,C,9098,5
CnK1728,"Novas tecnologias para o tratamento de água","Engenharia ambiental",792,2022-03-10,2022-08-07,C,1048,5
Cnll964,"Novas tecnologias para monitoramento de poluentes atmosféricos","Engenharia química",879,2020-06-25,2020-07-09,C,6739,3
Codd1799,"O rastreador de mosquitos com inteligência artificial",Tecnologia,1498,2021-08-11,2021-12-10,C,1120,5
Comm2469,"O Uso de Drones para a Coleta de Dados Ambientais","Engenharia Ambiental",701,2020-04-19,2020-07-06,C,6244,4
CoV1205,Oncologia,Oncologia,1092,2018-12-05,2019-02-04,C,4529,5
CoW881,"O uso de drones na monitoração de habitats naturais","Engenharia elétrica",416,2022-11-08,2022-12-26,C,1174,3
Cpaa3471,"Pesquisa sobre a utilização de inteligência artificial na área da saúde",Tecnologia,904,2020-04-30,2020-08-07,C,5277,2
Cpab2619,"Projeto de Desenvolvimento de Plataformas de E-commerce","Ciência da Computação",757,2022-02-06,2022-03-30,C,4253,3
CpB2491,"Projeto de Segurança Cibernética","Segurança da Informação",704,2021-09-12,2021-10-07,C,2417,5
CpC4537,"Promoção da saúde e bem-estar para todos",Saúde,749,2019-01-19,2019-04-07,C,7491,1
Cpcc1860,"Promoção da saúde pública e prevenção de doenças",Saúde,901,2020-09-08,2020-10-23,C,4659,2
Cpcc3698,"Pato robô",Tecnologia,1285,2022-02-02,2022-05-20,C,5716,2
CpE1953,"Projeto de Desenvolvimento de Dispositivos Ópticos",Física,800,2019-01-22,2019-06-21,C,3348,1
CpE4614,"Projeto de Desenvolvimento de Sistemas de Transporte Inteligentes",Engenharia,796,2022-06-15,2022-10-14,C,7021,4
Cpee3462,"Projeto de Desenvolvimento de Sistemas de Machine Learning","Ciência da Computação",545,2022-06-09,2022-07-29,C,5243,3
CpF799,"Promoção da justiça social e acesso à justiça para comunidades quilombolas","Justiça Social",1224,2020-07-06,2020-08-20,C,6437,1
Cpgg2608,"Promoção da igualdade de gênero e combate à discriminação contra pessoas LGBTQIA+",Inclusão,1165,2018-08-13,2018-12-11,C,1620,4
Cpgg4536,"Projeto de Conservação de Espécies em Extinção","Meio Ambiente",613,2019-08-04,2019-11-16,C,5339,1
CpH1450,"Projeto de Desenvolvimento de Vacinas",Saúde,355,2018-04-10,2018-07-23,C,1473,4
Cphh2778,"Planejamento urbano para cidades mais inclusivas para pessoas LGBTQIA+","Planejamento Urbano",1151,2020-12-29,2021-04-15,C,5440,1
CpI1366,"Projeto de Desenvolvimento de Tecnologias para Veículos Autônomos",Engenharia,1150,2018-04-11,2018-09-24,C,7543,3
CpK2556,"Projeto de Desenvolvimento de Sistemas de Reconhecimento de Voz","Ciência da Computação",1345,2019-03-06,2019-04-24,C,8912,1
Cpll1339,"Projeto de Desenvolvimento de Tecnologias para Agricultura de Precisão",Agricultura,1069,2018-12-05,2019-05-12,C,2142,2
Cpnn4840,"Promoção da justiça social e combate à exclusão social através do acesso à alimentação saudável","Justiça Social",889,2022-02-14,2022-03-28,C,5900,5
CpO2768,"Promoção da igualdade de gênero e empoderamento das mulheres quilombolas",Inclusão,889,2021-12-26,2022-03-02,C,5000,2
CpQ62,"Previsão da velocidade do vento com modelagem híbrida",Tecnologia,1333,2019-10-01,2020-03-02,C,7071,3
Cpqq1410,"Promoção da igualdade de gênero e empoderamento das mulheres em situação de pobreza",Inclusão,621,2019-06-08,2019-09-12,C,1149,5
CpR1058,"Preservação da Amazônia e combate ao desmatamento","Meio Ambiente",1225,2020-02-17,2020-04-19,C,2596,1
CpR3999,"Projeto de Desenvolvimento de Tecnologias para Reciclagem de Resíduos","Meio Ambiente",1168,2018-11-23,2019-03-15,C,5736,4
Cprr1285,"Pesquisa de novos fármacos para o tratamento de doenças neurológicas",Farmacologia,578,2020-03-16,2020-07-07,C,9482,2
CpS4451,"Promoção da saúde e prevenção de doenças em comunidades migrantes",Saúde,864,2020-04-30,2020-07-27,C,1754,5
Cpss3289,"Promoção da saúde e prevenção de doenças em comunidades quilombolas","Saúde Pública",875,2022-10-27,2023-03-15,C,3606,4
Cpss4819,"Promoção da igualdade de gênero e combate à violência contra a mulher migrante LGBTQIA+",Inclusão,1258,2019-07-13,2019-10-18,C,8890,1
CpT3438,"Promoção da saúde e prevenção de doenças relacionadas à má nutrição","Saúde Pública",625,2018-06-29,2018-09-05,C,9051,1
CpT954,"Projeto de Desenvolvimento de Robôs Autônomos",Engenharia,750,2019-12-06,2020-05-18,C,8975,3
Cpvv2818,"Promoção da igualdade de gênero e combate à discriminação contra crianças",Inclusão,645,2022-09-21,2023-01-08,C,4262,3
CpW538,"Pato robô",Tecnologia,816,2022-03-15,2022-04-01,C,9744,5
CpW658,"Projeto de Desenvolvimento de Novos Materiais para Engenharia",Engenharia,875,2022-03-12,2022-04-27,C,8518,5
Cpww180,"Planejamento urbano para cidades mais inclusivas para a agricultura urbana","Planejamento Urbano",401,2021-02-15,2021-05-17,C,9738,3
CpX1860,"Projeto de Desenvolvimento de Tecnologias para Agricultura de Precisão",Agricultura,1410,2019-01-18,2019-03-14,C,9340,3
CpX4080,"Promoção da igualdade racial e combate ao racismo","Direitos Humanos",873,2019-01-26,2019-06-27,C,3908,3
CpY4166,"Promoção da saúde sexual e reprodutiva",Saúde,1415,2022-11-09,2023-02-15,C,3967,3
Cpyy2316,"Planejamento de atividade de transporte florestal com sistema multi-agente",Tecnologia,676,2021-06-12,2021-10-03,C,9499,5
Cpyy4913,"Planejamento urbano para cidades mais inclusivas para a educação","Planejamento Urbano",948,2021-04-19,2021-09-30,C,2220,5
CpZ4798,"Promoção da cultura e valorização da diversidade",Cultura,1104,2022-01-19,2022-04-23,C,7884,1
CrA4109,"Redução das desigualdades sociais entre crianças através de políticas públicas","Políticas Públicas",1213,2021-07-16,2021-12-26,C,3219,5
Craa3681,"Redução das desigualdades sociais através de políticas públicas","Políticas Públicas",938,2022-04-08,2022-08-19,C,3460,4
Crcc2219,"Redução das desigualdades entre países e regiões",Geografia,1111,2022-05-16,2022-08-24,C,2031,3
Crcc4655,"Robôs para inteligência artificial",Tecnologia,956,2019-08-30,2019-09-15,C,6819,4
Crcc856,"Redução das desigualdades sociais entre crianças através de políticas públicas","Políticas Públicas",1296,2022-01-12,2022-04-07,C,6487,4
CrG2257,"Redução das desigualdades educacionais através de políticas públicas","Políticas Públicas",858,2021-01-05,2021-04-24,C,7036,4
Crgg2708,"Recolhendo o lixo espacial","Meio ambiente",1160,2019-02-18,2019-06-29,C,9557,2
CrH4929,"Recolhendo o lixo espacial com inteligência artificial",Tecnologia,1065,2018-02-10,2018-04-26,C,1979,5
Crnn2501,"Redução das desigualdades regionais entre áreas com alta e baixa concentração de migrantes LGBTQIA+ através de políticas públicas",Inclusão,826,2022-03-21,2022-08-08,C,6676,2
Croo4194,"Robótica relacionada a inteligência artificial",Tecnologia,669,2019-05-08,2019-10-17,C,9941,2
Crqq3408,"Redução das desigualdades sociais entre pessoas LGBTQIA+ e não-LGBTQIA+ através de políticas públicas","Políticas Públicas",1471,2019-08-11,2019-09-12,C,5452,3
Crrr1423,"Recursos Hídricos e Ambiental","Recursos Hídricos",357,2020-01-30,2020-06-13,C,6211,3
Crrr3819,"Robôs para atendimento ao cliente em restaurantes",Tecnologia,438,2021-09-14,2021-12-01,C,9175,4
Crss4418,"Rede social na web com PHP e MySQL",Tecnologia,841,2022-01-26,2022-05-24,C,6699,1
Cruu2967,"Robôs para jogos educativos na web",Tecnologia,462,2018-09-04,2019-01-18,C,3449,2
Crvv151,"Robôs para controle de pragas",Tecnologia,1298,2021-09-02,2022-02-13,C,6916,5
CrW4581,"Redução das desigualdades sociais entre pessoas LGBTQIA+ e não-LGBTQIA+ através de políticas públicas","Políticas Públicas",1236,2019-06-27,2019-10-03,C,8555,1
CrX2172,"RNA e a predição da qualidade de painéis aglomerados com inteligência artificial",Tecnologia,320,2018-11-07,2019-02-10,C,9605,2
CrZ140,"Recolhendo o lixo espacial com inteligência artificial",Tecnologia,1148,2021-03-09,2021-06-08,C,8414,3
CtN1727,"Terraforming: A Possibility for Mars Exploration",Astronomia,597,2018-06-04,2018-08-14,C,1717,5
CtR3711,"Tecnologias avançadas para monitoramento ambiental em áreas urbanas","Meio ambiente",1397,2021-04-20,2021-06-16,C,8741,5
CtU2507,"The Race for a Cure: Investigating Cancer and Other Life-threatening Diseases",Oncologia,427,2019-04-20,2019-09-03,C,1911,5
Cugg1561,"Usabilidade e acessibilidade de sites governamentais",Tecnologia,363,2021-04-05,2021-05-07,C,3679,3
Cuww2316,"Unlocking the Mysteries of the Human Brain: Breakthroughs in Neuroscience",Neurociência,376,2020-02-13,2020-07-31,C,4985,5
